age,gender,height_cm,weight_kg,waist_cm,neck_cm,hip_cm,sleep_hours,workouts_per_week,daily_calories,activity_level,fitness_goal,body_fat_percentage
26,male,170.6,67.5,109.5,32.2,87.6,6.7,3,2035,moderate,fat_loss,17.61
16,male,174.4,79.0,100.3,33.5,95.2,8.5,1,1915,sedentary,fat_loss,18.65
18,female,155.8,58.4,83.5,29.9,95.0,5.3,5,1621,moderate,fat_loss,16.81
25,female,147.0,56.9,90.3,34.0,104.5,5.9,2,1649,moderate,fat_loss,21.15
19,female,153.5,51.3,89.5,28.8,103.9,5.5,3,1341,light,fat_loss,14.3
18,female,160.4,68.9,74.2,33.1,100.2,7.6,5,1881,moderate,maintain,20.08
19,male,165.4,63.4,80.6,33.5,88.3,8.7,3,2049,moderate,maintain,15.98
22,female,152.6,72.5,84.4,31.4,105.2,7.3,2,1946,sedentary,maintain,26.22
22,male,153.6,52.7,70.0,34.3,91.7,7.4,4,1768,moderate,fat_loss,15.66
21,male,158.5,47.3,90.5,30.0,97.3,7.0,2,2031,light,muscle_gain,11.22
17,female,159.6,66.9,87.5,30.5,102.8,6.9,2,2025,light,muscle_gain,19.23
25,male,169.1,74.8,73.3,34.6,99.5,7.5,5,2492,moderate,fat_loss,20.94
28,female,168.3,81.6,94.0,30.9,109.9,6.2,1,2392,moderate,maintain,24.81
16,female,155.0,60.8,97.2,29.1,99.2,7.5,5,2147,light,muscle_gain,17.85
16,female,169.6,90.4,92.3,30.3,111.6,6.7,5,2726,active,fat_loss,25.19
27,male,165.1,65.4,86.8,34.8,94.3,7.0,2,2411,moderate,maintain,18.8
29,male,160.5,72.8,95.9,33.4,94.0,6.4,4,1957,moderate,fat_loss,24.38
16,female,170.1,69.6,96.8,31.7,96.1,5.2,2,2111,sedentary,muscle_gain,16.35
26,male,177.2,83.2,93.1,31.0,92.7,7.6,3,2216,light,fat_loss,21.58
29,male,169.0,78.2,81.8,33.2,98.6,6.9,1,2102,light,fat_loss,23.33
18,female,157.9,69.2,92.8,29.3,101.9,6.9,5,2332,moderate,maintain,21.25
29,female,159.1,68.6,102.0,30.6,101.3,8.7,2,1962,light,muscle_gain,22.99
21,female,177.2,50.9,84.0,30.3,86.5,7.1,4,1709,moderate,fat_loss,8.08
23,male,171.1,68.1,111.0,33.4,101.8,6.3,3,2319,light,muscle_gain,17.0
19,male,172.3,62.9,84.7,33.2,87.3,5.7,2,2402,moderate,maintain,13.6
27,male,172.7,68.4,90.3,30.3,96.5,6.6,5,2404,moderate,maintain,17.53
26,male,168.9,66.6,83.3,30.4,96.2,7.3,4,2393,moderate,maintain,17.8
30,male,163.4,72.6,92.2,34.1,95.6,5.6,3,2570,moderate,maintain,23.33
28,male,177.4,74.3,72.6,31.0,91.3,7.8,5,3015,active,muscle_gain,18.57
22,male,183.2,78.1,84.5,31.8,88.1,6.7,2,2279,sedentary,fat_loss,16.78
36,male,183.6,63.9,79.1,32.3,94.6,6.7,3,2642,moderate,maintain,14.83
28,male,168.1,77.2,91.4,36.9,92.5,6.9,3,2229,active,fat_loss,23.02
24,male,166.9,61.2,99.9,33.0,80.6,5.7,3,2016,moderate,fat_loss,15.68
18,male,168.1,70.0,96.5,31.2,95.4,6.7,0,1522,sedentary,fat_loss,17.67
16,female,155.5,74.6,70.0,31.2,107.7,7.3,5,2223,active,fat_loss,24.5
16,male,171.6,67.6,110.4,33.5,92.4,7.1,1,2083,sedentary,muscle_gain,15.03
18,female,156.9,56.1,93.0,32.4,91.3,6.6,3,1949,light,maintain,15.29
28,male,161.6,66.3,82.2,34.2,92.9,6.7,2,2387,sedentary,muscle_gain,20.71
24,male,172.3,58.6,91.6,31.9,89.9,7.4,4,2253,light,muscle_gain,13.01
19,male,147.3,40.0,91.8,32.0,90.3,8.3,2,1340,light,fat_loss,10.29
21,male,171.3,68.5,83.3,35.4,98.1,6.8,3,2253,light,muscle_gain,16.64
21,male,165.4,57.6,92.0,34.8,91.7,6.1,5,2114,active,fat_loss,13.9
26,female,161.6,65.4,83.9,30.0,101.5,9.1,5,1471,light,fat_loss,19.83
18,female,161.7,54.7,86.0,30.6,92.9,7.9,3,1728,light,muscle_gain,13.04
24,male,179.5,79.2,83.1,32.7,97.9,6.7,6,3598,active,muscle_gain,18.82
23,male,169.6,46.8,75.7,33.0,83.0,6.4,4,1798,moderate,fat_loss,8.61
18,female,163.6,69.0,91.5,30.8,104.1,8.6,2,1697,sedentary,fat_loss,18.88
29,male,166.3,76.1,95.9,31.8,95.6,6.2,2,1689,sedentary,fat_loss,23.49
21,male,174.0,76.5,95.1,36.5,90.9,7.0,3,2749,moderate,muscle_gain,18.95
18,female,152.0,53.5,98.2,28.6,100.3,7.6,4,1515,moderate,fat_loss,15.73
26,male,181.8,69.7,93.2,34.1,93.0,7.2,2,2379,moderate,fat_loss,15.09
22,female,161.3,61.7,84.7,28.0,96.9,6.2,1,1567,sedentary,maintain,17.32
24,male,175.5,89.4,98.4,31.7,98.7,6.7,2,3106,moderate,muscle_gain,24.15
17,male,159.5,53.5,76.4,33.9,97.2,7.0,3,1717,moderate,fat_loss,12.95
26,male,165.5,74.5,81.0,33.8,93.5,5.8,4,2343,moderate,muscle_gain,22.42
32,female,156.6,66.9,80.4,31.6,106.7,6.5,7,1836,active,fat_loss,23.9
16,male,179.1,53.6,100.8,30.9,89.8,8.3,4,2039,moderate,fat_loss,7.53
24,female,157.9,56.8,99.4,29.7,91.3,8.5,4,2157,moderate,muscle_gain,16.66
18,female,161.1,51.4,94.9,29.3,95.3,6.7,6,1499,moderate,fat_loss,11.71
34,female,160.4,47.2,100.7,28.0,89.8,6.8,4,1377,moderate,fat_loss,13.63
28,male,175.3,84.5,81.2,36.8,97.9,6.8,2,2317,light,maintain,23.24
23,male,169.6,77.1,93.5,34.8,95.8,5.1,2,2658,light,muscle_gain,21.26
16,male,170.6,71.5,88.7,36.4,87.3,7.6,0,2474,moderate,maintain,16.96
18,male,171.4,58.7,98.5,31.7,92.2,7.3,3,2502,moderate,maintain,11.92
25,female,161.9,66.2,88.8,28.0,102.4,7.9,2,1269,light,fat_loss,19.86
16,male,175.0,61.9,86.2,33.3,89.4,8.1,1,2307,sedentary,muscle_gain,11.73
16,female,165.2,66.9,95.4,28.0,109.6,7.6,4,1923,moderate,fat_loss,16.9
22,male,183.8,73.9,98.8,34.9,94.2,7.5,4,3143,moderate,muscle_gain,15.11
23,male,159.5,67.9,83.3,32.0,93.6,6.0,4,1662,light,fat_loss,21.12
24,male,171.0,69.2,89.4,34.9,88.6,7.2,2,2076,light,fat_loss,17.72
20,female,155.5,63.1,79.4,32.3,97.5,5.9,0,1400,sedentary,fat_loss,19.71
26,male,181.0,79.1,70.0,34.2,85.8,6.5,5,3610,active,muscle_gain,18.75
18,male,169.8,67.9,92.0,34.9,94.6,8.3,6,2193,active,fat_loss,16.2
25,female,171.1,68.7,96.1,29.3,98.0,7.4,4,2491,moderate,muscle_gain,17.71
23,male,155.6,60.3,92.6,32.4,92.6,7.3,2,1965,light,maintain,18.98
25,male,161.4,54.2,70.5,33.3,94.4,6.8,6,2418,moderate,muscle_gain,14.52
27,male,186.6,87.1,86.5,32.7,94.8,6.9,3,2375,light,fat_loss,20.03
20,male,172.4,77.6,70.0,34.6,96.5,7.0,6,2883,active,fat_loss,19.73
19,male,165.0,73.7,103.7,34.7,95.4,7.2,1,2150,sedentary,maintain,20.65
16,male,173.7,72.9,79.1,33.4,96.7,7.7,1,2128,sedentary,muscle_gain,16.47
16,female,159.5,62.7,102.6,31.0,105.6,8.8,5,1649,moderate,fat_loss,17.06
21,male,170.0,68.8,99.5,34.6,93.9,8.4,0,2624,sedentary,maintain,17.2
22,male,161.8,61.1,81.0,33.2,97.8,6.7,1,1747,moderate,fat_loss,16.87
17,male,166.5,54.3,78.7,31.6,93.1,6.5,2,1930,moderate,fat_loss,11.21
18,male,169.1,86.2,93.5,36.5,99.7,6.7,1,2066,sedentary,fat_loss,24.11
29,male,179.8,99.1,81.6,35.8,99.9,6.5,0,2488,light,fat_loss,27.26
26,male,175.2,68.3,91.0,33.7,90.2,5.3,4,2013,moderate,fat_loss,16.48
16,male,176.5,82.2,85.2,35.2,94.4,7.1,5,3278,moderate,muscle_gain,19.14
20,male,171.8,88.5,72.2,35.2,91.9,6.6,3,2378,light,fat_loss,24.38
24,female,158.0,54.7,70.0,28.7,102.1,7.1,1,1888,sedentary,muscle_gain,15.61
19,female,162.1,41.5,92.3,28.0,95.0,6.5,5,1586,moderate,maintain,7.12
18,male,166.9,85.3,84.4,34.8,99.5,7.1,3,2336,light,maintain,24.69
20,male,174.9,74.9,84.5,34.4,93.6,6.3,5,2143,moderate,fat_loss,17.78
27,male,170.0,61.7,97.0,34.0,94.5,6.3,4,2522,moderate,muscle_gain,15.63
27,female,162.0,64.9,101.7,28.6,106.0,8.7,3,1733,light,fat_loss,19.69
19,male,170.9,66.6,87.3,33.8,90.5,5.9,4,2760,moderate,muscle_gain,15.53
24,male,180.8,111.2,86.6,34.3,102.1,9.8,3,2625,light,fat_loss,30.14
22,male,181.1,73.4,95.0,32.5,86.2,5.9,0,2471,sedentary,muscle_gain,15.72
17,male,167.6,69.4,76.4,35.0,95.2,6.4,1,2408,moderate,fat_loss,17.36
21,male,159.7,68.7,92.2,32.9,89.2,5.9,3,2655,active,muscle_gain,20.95
16,female,161.5,72.8,95.5,31.8,110.4,6.7,4,1206,moderate,fat_loss,20.97
27,female,158.5,69.5,96.8,32.2,107.4,4.0,2,1508,light,fat_loss,23.21
29,male,177.8,71.0,70.6,32.9,91.6,7.7,5,2759,moderate,muscle_gain,17.42
20,male,178.4,75.3,82.4,34.7,96.7,6.3,3,2025,light,fat_loss,16.79
19,male,164.8,47.8,81.2,32.2,88.6,7.4,2,2029,light,muscle_gain,9.29
27,male,166.7,67.9,91.0,31.4,95.8,8.6,2,2152,light,muscle_gain,19.33
27,male,161.6,67.3,94.8,34.8,95.8,6.5,2,2161,sedentary,muscle_gain,20.94
17,male,172.9,78.8,105.0,33.4,92.7,7.3,4,2587,light,muscle_gain,19.34
21,female,168.4,82.7,85.1,34.1,114.0,6.1,5,3024,active,muscle_gain,23.62
22,female,158.5,68.3,85.0,31.3,104.9,7.8,2,2007,light,maintain,21.48
19,female,155.7,67.9,101.5,29.1,100.0,7.4,1,1944,moderate,fat_loss,21.78
24,female,152.9,55.0,93.0,28.4,96.9,5.8,4,2225,moderate,muscle_gain,17.55
19,male,161.2,74.9,102.7,35.3,100.7,8.3,3,2485,light,muscle_gain,22.76
20,male,167.6,70.3,92.9,33.7,99.6,7.0,1,1791,sedentary,fat_loss,18.43
22,male,178.6,92.7,78.4,33.7,105.4,6.9,2,1852,sedentary,fat_loss,23.73
16,male,168.2,82.5,76.7,32.7,94.6,7.8,1,1741,sedentary,fat_loss,22.47
16,male,160.6,65.9,74.5,32.5,98.9,8.0,3,2929,moderate,muscle_gain,18.14
26,female,163.8,47.8,96.6,28.0,100.4,6.0,4,1886,active,fat_loss,11.16
19,male,168.0,74.4,101.9,34.0,89.6,7.7,7,2874,active,muscle_gain,19.8
32,male,179.4,83.5,108.5,33.1,99.0,7.0,1,2367,sedentary,muscle_gain,22.29
31,male,171.9,79.6,98.4,31.8,101.9,6.7,3,2897,light,muscle_gain,23.26
20,female,159.5,68.6,101.6,31.6,102.6,6.5,1,1280,sedentary,fat_loss,20.76
33,male,181.5,81.7,84.2,32.6,93.6,6.9,7,2954,active,muscle_gain,21.15
26,male,162.9,78.7,78.4,35.4,99.8,5.8,0,2249,sedentary,muscle_gain,25.37
19,male,182.0,76.9,98.5,34.0,96.0,6.4,1,1825,sedentary,fat_loss,16.03
16,female,164.6,66.8,94.2,30.3,95.3,5.5,3,2032,moderate,fat_loss,17.07
25,female,167.2,60.1,91.1,30.2,95.0,7.7,3,1839,moderate,fat_loss,15.35
22,male,173.2,81.3,93.9,32.3,99.9,7.2,2,2148,sedentary,maintain,21.38
24,female,152.2,58.3,93.2,30.0,102.3,7.1,4,1516,moderate,fat_loss,19.52
21,male,166.7,64.1,102.8,30.5,92.9,6.7,0,1679,sedentary,fat_loss,16.31
17,female,169.7,72.1,102.9,31.4,100.0,6.9,2,1699,sedentary,fat_loss,17.75
20,male,164.9,63.4,95.4,30.4,93.6,6.9,1,1544,sedentary,fat_loss,16.38
25,male,185.7,78.3,98.5,32.2,85.5,7.3,2,2164,light,fat_loss,16.8
20,female,169.8,70.8,95.1,30.8,102.2,5.5,6,3071,active,muscle_gain,17.87
20,male,180.1,82.7,85.4,32.9,91.7,7.2,2,2731,light,muscle_gain,19.0
16,male,179.2,57.8,97.6,32.3,86.2,7.5,3,2459,moderate,maintain,9.08
22,female,162.4,67.0,76.1,32.3,99.9,7.5,2,1669,light,fat_loss,19.34
17,female,163.5,59.3,100.5,29.2,101.1,8.8,5,2201,moderate,muscle_gain,14.33
26,male,173.4,64.8,78.1,36.0,90.5,7.0,7,2822,active,muscle_gain,15.64
19,female,168.4,59.5,92.9,29.4,100.0,7.9,2,2199,light,muscle_gain,13.35
21,female,169.3,61.8,81.5,28.1,98.3,7.7,7,2502,active,maintain,14.5
32,male,161.0,58.8,95.5,34.6,92.7,6.2,4,1794,moderate,fat_loss,18.38
21,female,162.3,74.6,89.7,28.9,113.0,7.6,6,2377,moderate,muscle_gain,22.61
20,male,182.6,59.9,74.1,31.5,84.7,5.3,3,2387,light,muscle_gain,9.96
25,female,159.1,51.7,94.2,30.8,97.3,6.3,1,1535,moderate,fat_loss,14.06
16,male,173.4,62.0,84.2,31.9,91.5,7.7,2,1987,light,maintain,12.22
28,male,170.4,68.2,98.8,35.4,94.0,5.8,5,2579,active,fat_loss,18.43
26,male,173.1,78.9,90.0,32.1,90.8,7.8,6,2900,active,fat_loss,21.38
24,male,164.0,72.0,94.0,33.5,97.6,7.9,3,2180,light,muscle_gain,21.44
16,female,155.1,45.8,80.4,28.1,98.7,7.4,4,2367,active,muscle_gain,10.33
21,female,166.7,59.7,84.1,31.1,95.0,7.2,4,2477,active,maintain,14.41
16,male,191.3,78.7,85.4,31.3,93.2,6.8,4,3019,moderate,maintain,13.29
27,male,172.9,80.7,98.6,31.3,96.5,7.3,0,1550,sedentary,fat_loss,22.4
27,male,181.4,75.4,106.8,34.2,88.0,8.0,0,2389,sedentary,muscle_gain,17.51
24,male,161.5,53.8,81.9,32.2,90.2,8.0,3,1688,sedentary,maintain,14.07
17,male,179.1,89.6,100.8,33.6,95.3,7.3,1,2025,sedentary,fat_loss,21.23
29,female,165.3,76.2,70.0,29.6,97.9,5.6,5,2559,active,muscle_gain,23.93
21,female,167.4,67.6,78.1,28.7,99.4,6.9,0,2131,sedentary,maintain,17.58
30,male,174.0,71.7,80.4,32.7,90.3,7.1,4,2218,moderate,fat_loss,19.12
23,male,183.9,62.0,76.5,28.9,87.4,7.6,5,2306,moderate,maintain,11.09
24,female,149.1,40.0,74.2,28.7,91.1,7.2,6,1727,moderate,muscle_gain,10.91
20,male,166.5,54.1,94.1,33.8,81.7,8.3,0,2111,sedentary,maintain,11.82
28,male,167.7,65.9,87.9,32.2,99.0,6.4,2,2590,moderate,muscle_gain,18.36
25,male,177.7,71.4,93.8,34.4,97.7,6.4,3,3037,moderate,muscle_gain,16.68
28,male,175.1,81.0,96.9,31.7,91.2,7.8,4,3026,moderate,muscle_gain,21.94
23,male,161.3,63.1,92.7,32.1,103.9,6.2,3,1317,sedentary,fat_loss,18.19
22,female,149.3,63.8,96.6,30.2,100.0,6.0,5,2022,moderate,muscle_gain,23.21
25,male,164.4,76.1,89.3,35.4,96.6,7.1,1,1874,sedentary,maintain,23.34
28,male,175.1,71.9,78.1,32.8,95.1,7.6,3,2602,moderate,maintain,18.38
27,male,166.4,59.0,100.6,30.8,92.9,7.2,3,2368,light,maintain,15.58
23,female,161.8,47.9,84.1,29.0,96.9,4.7,2,1920,light,muscle_gain,11.05
16,male,168.2,81.8,80.6,35.6,93.3,6.9,4,2922,moderate,muscle_gain,22.18
26,male,182.6,72.9,88.2,33.6,90.2,6.3,3,2528,sedentary,muscle_gain,16.02
16,male,174.8,55.5,80.9,32.5,90.2,7.9,7,2910,active,muscle_gain,9.28
22,male,180.8,78.5,85.8,31.9,96.7,5.5,6,3266,active,muscle_gain,17.68
21,male,192.3,72.5,93.4,34.6,95.7,7.6,2,2151,light,fat_loss,12.16
16,female,163.3,64.2,93.5,28.0,97.2,7.2,1,1706,light,fat_loss,16.37
24,male,182.5,80.4,81.0,34.0,93.9,7.4,0,2445,sedentary,muscle_gain,18.29
32,male,167.1,72.8,85.1,34.8,92.9,7.5,5,2220,active,fat_loss,22.45
21,male,180.8,87.2,100.7,32.5,100.3,6.8,4,2674,moderate,fat_loss,20.64
25,female,162.5,77.4,95.0,32.5,108.1,7.2,1,1200,sedentary,fat_loss,24.72
33,female,159.9,67.3,110.8,31.1,99.8,8.6,1,1579,light,maintain,22.98
26,female,160.0,56.5,101.8,31.9,90.9,8.0,1,1594,sedentary,maintain,16.26
19,male,176.9,66.7,101.4,31.9,84.0,7.9,3,2934,moderate,muscle_gain,13.75
23,female,163.4,59.1,76.1,29.1,96.2,7.8,2,1840,light,maintain,15.65
24,female,167.6,92.2,97.6,31.4,107.1,8.8,0,2007,sedentary,maintain,28.71
28,male,176.3,72.5,89.5,33.6,104.0,7.5,3,2333,moderate,fat_loss,18.23
27,male,169.4,72.5,84.5,31.2,92.1,7.1,3,1741,light,fat_loss,20.33
16,female,159.7,78.4,91.7,32.7,102.6,7.6,4,1850,light,fat_loss,24.37
18,male,171.5,72.3,99.5,33.6,98.4,6.6,2,2133,moderate,fat_loss,17.44
22,female,167.7,59.8,95.0,31.0,97.3,7.7,4,2373,active,muscle_gain,14.38
17,male,173.2,81.1,81.2,32.5,100.3,7.9,5,2226,light,fat_loss,20.15
16,male,175.7,66.0,97.4,30.1,90.6,6.7,4,3145,active,maintain,13.14
19,male,175.3,76.7,83.6,36.6,90.3,6.9,3,2571,light,muscle_gain,18.12
22,female,155.6,62.9,92.2,29.8,95.9,7.3,4,2091,active,fat_loss,20.04
20,female,157.8,60.2,87.0,29.8,101.4,6.6,0,1302,sedentary,maintain,17.41
18,male,178.5,77.8,87.8,32.5,95.0,6.1,3,2466,moderate,maintain,17.24
22,male,168.2,88.0,97.7,35.8,102.3,6.8,2,2355,sedentary,muscle_gain,26.19
24,male,169.2,60.3,79.6,33.1,86.0,7.1,2,2845,active,muscle_gain,14.6
20,male,161.5,72.0,109.5,33.7,94.8,7.5,5,2862,active,maintain,21.53
28,female,161.6,60.3,71.8,32.5,99.1,7.4,4,1798,light,muscle_gain,17.95
22,male,174.4,93.1,84.0,36.1,99.8,7.0,2,2414,light,maintain,25.59
18,male,158.2,49.3,93.7,34.0,85.7,7.6,2,1887,moderate,fat_loss,11.58
17,male,164.5,63.2,95.8,31.7,95.7,6.6,2,2225,light,muscle_gain,15.74
21,female,158.1,73.3,89.0,32.0,105.2,5.7,3,2676,moderate,muscle_gain,23.82
27,male,177.5,91.8,89.4,37.0,102.5,6.8,2,2359,moderate,fat_loss,24.97
18,female,150.5,60.9,94.1,29.1,102.4,7.3,3,1606,light,fat_loss,20.2
25,male,171.4,60.6,87.7,36.8,92.3,6.6,0,1737,sedentary,fat_loss,14.3
22,male,177.0,73.0,103.9,33.0,91.5,5.6,4,2602,active,fat_loss,16.82
31,female,166.9,68.9,98.4,28.7,106.5,6.3,0,1453,sedentary,fat_loss,20.61
24,male,168.9,61.4,98.7,31.2,90.8,5.7,7,1999,moderate,fat_loss,15.15
19,female,166.6,77.5,80.3,30.5,98.4,5.9,1,2148,sedentary,maintain,21.68
25,male,179.3,71.5,89.2,34.1,89.9,7.1,2,1996,sedentary,muscle_gain,16.24
25,female,160.0,53.7,87.0,32.2,95.4,8.0,3,1747,sedentary,muscle_gain,14.72
20,female,163.2,50.2,79.9,32.4,93.5,7.1,3,1380,light,fat_loss,11.02
17,female,158.8,75.2,93.6,31.6,109.3,8.1,4,2459,moderate,maintain,23.49
24,male,174.8,69.6,84.6,36.7,91.9,4.6,3,1800,light,fat_loss,16.65
22,female,150.3,53.0,96.6,32.5,91.3,7.2,3,1200,moderate,fat_loss,17.01
16,female,156.1,50.7,79.3,29.7,95.7,7.5,5,1653,moderate,muscle_gain,12.45
23,male,169.9,86.1,107.2,34.2,101.0,6.4,2,2273,sedentary,maintain,24.88
19,male,165.9,57.4,81.0,30.5,94.5,6.3,1,1659,sedentary,maintain,13.2
16,female,155.0,48.8,92.2,28.0,96.6,6.7,4,2026,moderate,muscle_gain,11.85
20,male,171.0,67.3,97.9,35.6,89.3,7.9,2,2484,moderate,muscle_gain,16.02
28,female,166.0,65.4,84.3,29.9,95.8,5.8,4,2265,moderate,muscle_gain,18.72
27,female,160.5,70.3,98.5,31.2,97.9,6.4,0,2358,sedentary,muscle_gain,22.76
26,male,177.2,66.3,77.7,33.7,94.6,5.8,2,2341,moderate,fat_loss,15.12
23,male,173.8,92.7,104.5,33.0,94.4,7.6,1,2020,sedentary,fat_loss,25.92
25,male,168.5,60.6,90.1,31.4,86.7,6.3,4,2253,moderate,maintain,15.16
22,male,167.6,60.2,84.0,32.9,91.7,7.1,0,1764,sedentary,maintain,14.58
17,female,152.5,47.8,87.0,28.9,98.3,7.5,3,1522,moderate,fat_loss,12.37
18,male,170.3,66.0,98.1,30.7,95.7,6.7,1,1793,light,fat_loss,15.25
19,male,176.1,62.3,84.2,33.6,93.0,5.7,3,2337,moderate,fat_loss,12.28
28,female,160.1,71.2,82.5,28.0,102.4,7.5,1,2029,sedentary,muscle_gain,23.57
27,male,182.2,68.0,87.8,32.9,94.9,7.4,5,2205,moderate,fat_loss,14.59
17,female,160.8,65.7,78.2,31.3,97.8,8.6,1,1713,sedentary,muscle_gain,18.2
22,male,152.8,48.2,108.2,34.3,89.5,7.1,6,1539,moderate,fat_loss,13.63
20,male,172.6,63.1,84.3,33.4,94.7,7.1,2,1998,sedentary,fat_loss,13.82
21,male,179.3,93.9,98.3,33.2,101.5,7.4,1,1816,sedentary,fat_loss,23.68
20,female,163.5,77.0,92.1,30.8,107.4,6.8,4,2495,moderate,muscle_gain,22.96
28,female,153.5,70.4,80.2,33.0,105.5,7.0,2,1305,sedentary,fat_loss,26.09
22,female,157.3,48.3,89.9,29.5,99.4,6.5,2,1783,sedentary,muscle_gain,12.28
23,female,155.7,47.5,97.8,29.8,92.8,7.1,5,2071,moderate,muscle_gain,12.6
23,female,158.2,76.3,88.1,35.2,108.9,7.1,6,2358,moderate,muscle_gain,25.67
17,female,171.9,66.8,101.9,29.7,92.0,6.8,6,2342,active,fat_loss,14.84
22,male,167.8,55.5,100.2,33.2,82.2,6.1,4,2153,light,muscle_gain,12.51
27,female,159.5,70.5,99.2,29.7,106.5,5.7,2,1643,light,fat_loss,23.26
29,female,168.1,68.0,85.4,30.0,95.9,6.5,2,2099,moderate,muscle_gain,19.35
17,female,161.2,74.0,79.2,32.7,107.1,6.6,0,1979,sedentary,muscle_gain,21.88
16,male,192.9,56.7,83.9,30.1,85.0,6.6,5,2264,moderate,maintain,5.77
22,male,168.6,68.6,92.0,30.8,96.8,6.7,1,2082,sedentary,maintain,17.82
27,female,159.0,65.5,95.5,31.5,107.9,8.3,6,2595,active,muscle_gain,21.1
24,male,170.1,65.0,70.0,34.1,93.5,6.7,2,2314,moderate,maintain,16.28
25,male,179.7,94.6,89.9,34.3,103.2,5.9,1,2319,light,fat_loss,24.7
16,female,167.3,56.2,91.6,29.8,85.7,7.1,2,1871,light,muscle_gain,11.57
19,male,187.9,89.0,87.2,31.5,89.7,6.8,1,2330,sedentary,fat_loss,18.42
16,male,171.7,89.9,102.9,35.5,100.7,8.8,2,2362,light,fat_loss,24.07
21,male,175.4,61.5,94.2,31.3,91.8,7.2,4,2487,moderate,muscle_gain,12.62
16,male,167.0,70.4,103.1,32.9,89.8,7.9,3,2282,light,muscle_gain,17.77
28,female,158.3,66.2,87.8,29.2,106.3,7.0,3,1974,light,muscle_gain,21.94
29,female,163.4,67.4,99.4,28.3,99.5,7.3,0,1767,sedentary,maintain,20.76
23,female,162.1,60.8,106.4,29.3,99.6,6.6,2,2279,moderate,muscle_gain,16.86
16,female,159.7,52.1,103.1,29.4,104.6,7.1,2,1524,light,maintain,11.99
24,female,153.1,62.2,79.1,31.7,97.7,6.3,1,1536,sedentary,maintain,21.16
30,male,166.8,66.5,87.5,31.9,87.0,6.4,6,2706,active,maintain,19.38
24,female,148.2,42.3,86.5,31.9,100.2,7.3,2,1200,light,fat_loss,12.43
27,male,174.6,88.5,94.9,34.7,100.6,7.3,2,2751,light,muscle_gain,24.85
20,male,171.7,58.8,96.9,34.6,94.6,7.1,5,3081,active,muscle_gain,12.33
18,female,163.0,51.3,81.6,29.6,90.7,6.6,1,1607,light,maintain,11.11
22,female,145.0,43.8,90.7,30.3,90.0,9.0,3,1627,active,fat_loss,13.86
16,male,167.2,58.5,70.0,31.3,90.5,6.9,4,1966,moderate,fat_loss,12.59
32,female,156.7,55.6,104.4,33.8,101.8,7.2,2,1441,moderate,fat_loss,18.33
23,male,184.3,71.7,84.9,32.5,85.4,8.3,0,1597,sedentary,fat_loss,14.42
26,male,171.1,77.6,90.6,33.2,95.5,6.2,1,2284,sedentary,maintain,21.59
20,male,172.3,85.8,86.9,35.4,102.2,6.9,3,2481,light,fat_loss,23.08
16,male,171.6,75.3,101.5,34.2,99.9,8.8,2,1646,sedentary,fat_loss,18.17
28,male,167.5,55.5,70.0,31.9,94.8,7.4,2,1911,sedentary,muscle_gain,13.98
17,male,168.2,58.4,89.8,33.8,93.0,7.7,5,2259,moderate,fat_loss,12.48
24,male,181.2,81.3,88.9,36.4,100.6,6.6,3,2509,moderate,fat_loss,19.03
24,male,175.1,54.1,85.5,33.7,85.2,6.7,1,2026,sedentary,muscle_gain,10.49
22,female,166.6,56.8,107.3,28.0,88.2,6.0,3,2559,moderate,muscle_gain,13.42
18,female,163.3,47.7,81.1,28.4,88.4,8.8,4,2036,active,maintain,9.4
21,female,163.4,64.2,97.7,29.2,96.5,6.6,3,2351,moderate,muscle_gain,17.48
18,male,170.9,92.2,93.6,33.4,94.0,5.8,4,2918,moderate,maintain,25.82
26,female,163.2,53.1,102.6,28.9,97.0,8.1,2,1677,moderate,fat_loss,13.7
25,female,153.1,66.1,83.3,30.6,109.5,6.5,1,1994,sedentary,muscle_gain,23.39
22,male,178.3,74.8,82.7,32.2,84.0,7.7,1,2994,light,muscle_gain,17.09
19,male,173.4,55.5,101.0,32.7,92.4,7.5,6,3130,active,muscle_gain,10.32
31,male,173.0,90.0,94.3,31.5,88.8,7.7,5,3280,moderate,muscle_gain,27.02
16,male,179.2,99.3,74.6,38.3,94.0,5.7,5,2588,moderate,fat_loss,24.59
16,male,177.9,76.2,84.6,34.8,93.7,7.3,5,2766,active,fat_loss,16.37
22,male,162.2,72.2,93.9,30.8,101.9,6.1,1,2342,sedentary,maintain,21.79
21,male,164.4,66.4,98.4,34.8,93.7,7.1,2,2077,light,maintain,18.11
27,female,159.9,58.3,83.2,34.3,105.1,7.6,5,1510,moderate,fat_loss,17.37
25,male,174.5,80.3,70.0,36.7,91.9,5.5,2,2633,sedentary,muscle_gain,21.2
22,male,181.6,88.8,95.2,37.2,94.7,6.6,4,3211,moderate,muscle_gain,21.17
24,female,168.4,83.4,77.8,30.7,110.1,6.0,6,2655,moderate,muscle_gain,24.61
24,male,183.9,74.9,70.0,32.5,98.7,7.1,3,2374,moderate,fat_loss,15.9
31,male,167.1,67.2,70.0,34.7,91.4,5.9,3,1787,light,maintain,19.81
23,male,168.2,66.3,98.1,32.6,90.7,7.6,4,2596,moderate,muscle_gain,17.21
